state,county,program_type,plan_name,parent_org,geographic_region,medicaid_enrollment,dual_enrollment,total_enrollment,source_url,source_year,notes
KY,Carlisle,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21039,,,556,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Carroll,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21041,,,950,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Carter,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21043,,,2558,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Casey,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21045,,,1834,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Christian,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21047,,,5863,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Clark,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21049,,,3500,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Clay,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21051,,,1337,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Clinton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21053,,,1236,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Crittenden,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21055,,,1136,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Cumberland,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21057,,,932,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Daviess,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21059,,,11633,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Edmonson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21061,,,1239,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Elliott,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21063,,,404,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Estill,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21065,,,1361,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Fayette,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21067,,,25583,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Fleming,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21069,,,1293,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Floyd,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21071,,,3083,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Franklin,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21073,,,5966,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Fulton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21075,,,754,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Gallatin,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21077,,,639,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Garrard,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21079,,,1885,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Grant,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21081,,,1878,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Graves,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21083,,,4053,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Grayson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21085,,,3242,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Green,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21087,,,1327,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Greenup,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21089,,,3917,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Hancock,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21091,,,1140,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Hardin,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21093,,,13180,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Harlan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21095,,,2469,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Harrison,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21097,,,2227,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Hart,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21099,,,1994,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Henderson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21101,,,4776,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Henry,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21103,,,1696,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Hickman,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21105,,,542,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Hopkins,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21107,,,5267,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Jackson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21109,,,1061,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Jefferson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21111,,,80464,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Jessamine,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21113,,,5085,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Johnson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21115,,,2083,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Kenton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21117,,,14171,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Knott,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21119,,,1272,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Knox,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21121,,,2580,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Larue,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21123,,,1728,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Laurel,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21125,,,5660,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Lawrence,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21127,,,1476,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Lee,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21129,,,524,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Leslie,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21131,,,777,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Letcher,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21133,,,1751,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Lewis,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21135,,,1059,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Lincoln,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21137,,,2615,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Livingston,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21139,,,1438,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Logan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21141,,,3227,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Lyon,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21143,,,1260,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Madison,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21151,,,7792,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Magoffin,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21153,,,976,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Marion,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21155,,,2393,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Marshall,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21157,,,4879,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Martin,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21159,,,805,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Mason,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21161,,,1734,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,McCracken,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21145,,,8967,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,McCreary,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21147,,,1423,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,McLean,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21149,,,1070,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Meade,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21163,,,2897,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Menifee,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21165,,,557,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Mercer,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21167,,,2469,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
