state,county,program_type,plan_name,parent_org,geographic_region,medicaid_enrollment,dual_enrollment,total_enrollment,source_url,source_year,notes
TX,Karnes,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48255,,,1491,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Kaufman,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48257,,,12600,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Kendall,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48259,,,9120,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Kent,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48263,,,127,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Kerr,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48265,,,11566,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Kimble,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48267,,,950,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Kinney,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48271,,,477,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Kleberg,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48273,,,1679,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Knox,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48275,,,565,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,La Salle,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48283,,,421,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Lamar,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48277,,,7407,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Lamb,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48279,,,1380,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Lampasas,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48281,,,3434,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Lavaca,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48285,,,3848,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Lee,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48287,,,2177,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Leon,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48289,,,2869,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Liberty,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48291,,,6196,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Limestone,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48293,,,2623,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Lipscomb,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48295,,,487,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Live Oak,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48297,,,1196,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Llano,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48299,,,5066,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Lubbock,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48303,,,25979,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Lynn,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48305,,,545,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Madison,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48313,,,1218,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Marion,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48315,,,1408,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Martin,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48317,,,508,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Mason,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48319,,,920,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Matagorda,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48321,,,3763,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Maverick,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48323,,,2779,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,McCulloch,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48307,,,1373,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,McLennan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48309,,,23119,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,McMullen,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48311,,,102,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Medina,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48325,,,5013,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Menard,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48327,,,420,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Midland,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48329,,,13090,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Milam,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48331,,,2664,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Mills,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48333,,,893,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Mitchell,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48335,,,915,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Montague,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48337,,,3817,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Montgomery,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48339,,,57928,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Moore,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48341,,,1664,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Morris,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48343,,,1661,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Motley,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48345,,,234,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Nacogdoches,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48347,,,6269,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Navarro,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48349,,,5433,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Newton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48351,,,1434,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Nolan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48353,,,1713,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Nueces,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48355,,,23534,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Ochiltree,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48357,,,1094,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Oldham,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48359,,,312,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Orange,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48361,,,7662,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Palo Pinto,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48363,,,3956,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Panola,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48365,,,2856,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Parker,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48367,,,18727,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Parmer,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48369,,,1102,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Pecos,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48371,,,1276,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Polk,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48373,,,9360,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Potter,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48375,,,10058,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Presidio,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48377,,,929,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Rains,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48379,,,1933,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Randall,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48381,,,16299,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Reagan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48383,,,302,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Real,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48385,,,783,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Red River,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48387,,,2010,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Reeves,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48389,,,1367,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Refugio,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48391,,,776,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Roberts,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48393,,,133,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Robertson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48395,,,2074,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Rockwall,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48397,,,12246,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Runnels,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48399,,,1831,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Rusk,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48401,,,4898,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Sabine,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48403,,,2232,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,San Augustine,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48405,,,1245,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,San Jacinto,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48407,,,2667,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,San Patricio,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48409,,,4655,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,San Saba,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48411,,,928,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Schleicher,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48413,,,421,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Scurry,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48415,,,1820,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Shackelford,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48417,,,526,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Shelby,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48419,,,2542,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Sherman,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48421,,,267,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Smith,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48423,,,26580,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Somervell,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48425,,,1246,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Starr,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48427,,,1667,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Stephens,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48429,,,1271,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Sterling,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48431,,,176,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Stonewall,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48433,,,297,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Sutton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48435,,,613,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Swisher,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48437,,,841,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
